Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,Quarter,Day,DayOfWeek,WeekendFlag,Festival_Flag,Festival_Name,Festival_Score,Days_To_Festival,Festival_Week,Festival_Month,Festival_Impact_Score,Pre_Festival_Flag,Post_Festival_Flag,Trend_Score,Mention_Count,Engagement_Rate,Sentiment_Score,Influencer_Promotion_Flag,Viral_Campaign_Flag,Lag_1,Lag_4,Lag_12,Rolling_Mean_4,Rolling_Std_4,Moving_Average_8,Festival_Trend,Festival_Sentiment,Trend_Engagement,Sales_Growth,Store_Avg_Sales,Store_Sales_Rank
1,2010-04-16,1466058.28,0,66.32,2.808,210.4887,7.808,2010,4,15,2,16,4,0,0,Independence_Day,0,12,0,0,18,0,0,23.58,3420,5.12,0.497,0,0,1545418.53,1472515.79,1643690.9,1502718.7525,84336.49103572944,1485933.3325,0.0,0.0,120.72959999999999,-0.05135194671180754,1555264.3975524476,5220.0
1,2010-04-23,1391256.12,0,64.84,2.795,210.4391228,7.808,2010,4,16,2,23,4,0,0,Independence_Day,0,19,0,0,11,0,0,22.77,5315,7.41,-0.508,1,0,1466058.28,1404429.92,1643690.9,1499425.3025,89550.29826614384,1483624.3987500002,0.0,-0.0,168.7257,-0.051022637381100466,1555264.3975524476,5220.0
1,2010-04-30,1425100.71,0,67.41,2.78,210.3895456,7.808,2010,4,17,2,30,4,0,0,Independence_Day,0,26,0,0,4,0,0,26.55,3495,5.58,-0.076,0,0,1391256.12,1594968.28,1643690.9,1456958.41,66432.18202288529,1467411.1525,0.0,-0.0,148.149,0.024326642315147362,1555264.3975524476,5220.0
1,2010-05-07,1603955.12,0,72.55,2.835,210.3399684,7.808,2010,5,18,2,7,4,0,0,Independence_Day,0,33,0,0,0,0,0,18.05,6080,4.62,-0.1,0,0,1425100.71,1545418.53,1641957.44,1471592.5575,93391.49007121939,1487962.84375,0.0,-0.0,83.391,0.1255029969074959,1555264.3975524476,5220.0
1,2010-05-14,1494251.5,0,74.78,2.854,210.3374261,7.808,2010,5,19,2,14,4,0,0,Independence_Day,0,40,0,0,0,0,0,17.79,4575,4.19,-0.135,0,0,1603955.12,1466058.28,1611968.17,1478640.8625,93897.10021693469,1490679.8075,0.0,-0.0,74.54010000000001,-0.06839569176972993,1555264.3975524476,5220.0
1,2010-05-21,1399662.07,0,76.44,2.826,210.6170934,7.808,2010,5,20,2,21,4,0,0,Independence_Day,0,44,0,0,0,0,0,22.39,2973,7.22,0.328,0,0,1494251.5,1391256.12,1409727.59,1480742.35,91348.94221530126,1490083.82625,0.0,0.0,161.6558,-0.06330221518934387,1555264.3975524476,5220.0
1,2010-05-28,1432069.95,0,80.44,2.759,210.8967606,7.808,2010,5,21,2,28,4,0,0,Independence_Day,0,37,0,0,0,0,0,20.56,3672,2.92,0.111,0,0,1399662.07,1425100.71,1554806.68,1482484.6600000001,89990.28757758501,1469721.5350000001,0.0,0.0,60.035199999999996,0.02315407461173824,1555264.3975524476,5220.0
1,2010-06-04,1615524.71,0,80.69,2.705,211.1764278,7.808,2010,6,22,2,4,4,0,0,Independence_Day,0,30,0,0,0,0,0,28.94,5302,6.19,-0.061,0,0,1432069.95,1603955.12,1439541.59,1485377.0575,95229.32666829095,1478484.8074999999,0.0,-0.0,179.13860000000003,0.12810460829793957,1555264.3975524476,5220.0
1,2010-06-11,1542561.09,0,80.43,2.668,211.4560951,7.808,2010,6,23,2,11,4,0,0,Independence_Day,0,23,0,0,7,0,0,22.25,4142,5.84,-0.131,0,0,1615524.71,1494251.5,1472515.79,1497454.455,99688.97915495554,1488047.65875,0.0,-0.0,129.94,-0.0451640383761136,1555264.3975524476,5220.0
1,2010-06-18,1503284.06,0,84.11,2.637,211.4537719,7.808,2010,6,24,2,18,4,0,0,Independence_Day,0,16,0,0,14,0,0,19.4,3731,4.46,-0.088,0,0,1542561.09,1399662.07,1404429.92,1523359.9525,76594.02113840077,1502051.1512499999,0.0,-0.0,86.52399999999999,-0.025462220105655575,1555264.3975524476,5220.0
1,2010-06-25,1422711.6,0,84.34,2.653,211.3386526,7.808,2010,6,25,2,25,4,0,0,Independence_Day,0,9,0,0,21,0,0,32.43,7231,5.86,0.46,0,0,1503284.06,1432069.95,1594968.28,1521020.365,80362.22961956475,1501752.5125,0.0,0.0,190.0398,-0.05359762811560709,1555264.3975524476,5220.0
1,2010-07-02,1492418.14,0,80.91,2.669,211.2235333,7.787,2010,7,26,3,2,4,0,1,Independence_Day,7,2,26,7,35,1,0,58.82,10036,12.35,0.53,0,0,1422711.6,1615524.71,1545418.53,1490243.7225,49908.15900252272,1487810.3900000001,411.74,3.71,726.427,0.04899555187432214,1555264.3975524476,5220.0
1,2010-07-09,1546074.18,0,80.48,2.642,211.108414,7.787,2010,7,27,3,9,4,0,1,Independence_Day,7,5,26,7,32,0,1,60.82,7110,10.93,0.799,1,0,1492418.14,1542561.09,1466058.28,1491121.9949999999,51151.15051575243,1494288.225,425.74,5.593,664.7626,0.03595241746391542,1555264.3975524476,5220.0
1,2010-07-16,1448938.92,0,83.15,2.623,211.1003854,7.787,2010,7,28,3,16,4,0,0,Raksha_Bandhan,0,12,0,0,18,0,0,18.75,5699,5.23,0.999,0,0,1546074.18,1503284.06,1391256.12,1477535.71,53982.92331296985,1500447.83125,0.0,0.0,98.06250000000001,-0.06282703718653393,1555264.3975524476,5220.0
1,2010-07-23,1385065.2,0,83.36,2.608,211.2351443,7.787,2010,7,29,3,23,4,0,0,Raksha_Bandhan,0,19,0,0,11,0,0,22.32,4712,4.83,0.195,0,0,1448938.92,1422711.6,1425100.71,1468124.1099999999,68149.99963895802,1494572.2374999998,0.0,0.0,107.8056,-0.044083100480177606,1555264.3975524476,5220.0
1,2010-07-30,1371986.6,0,81.84,2.64,211.3699032,7.787,2010,7,30,3,30,4,0,0,Raksha_Bandhan,0,25,0,0,5,0,0,25.35,5974,5.24,-0.225,0,0,1385065.2,1492418.14,1603955.12,1438016.225,79497.4828344398,1464129.9737500001,0.0,-0.0,132.834,-0.009442587973475858,1555264.3975524476,5220.0
1,2010-08-06,1605491.78,0,87.16,2.627,211.5046621,7.787,2010,8,31,3,6,4,0,0,Raksha_Bandhan,0,18,0,0,12,0,0,21.75,4004,6.18,0.159,0,0,1371986.6,1546074.18,1494251.5,1452870.625,107157.94638036602,1471996.31,0.0,0.0,134.415,0.17019494213719,1555264.3975524476,5220.0
1,2010-08-13,1508237.76,0,87.0,2.692,211.6394211,7.787,2010,8,32,3,13,4,0,0,Raksha_Bandhan,0,11,0,0,19,0,0,28.09,4542,5.33,0.764,0,0,1605491.78,1448938.92,1399662.07,1467695.335,110482.9544091712,1472615.5225,0.0,0.0,149.7197,-0.06057584424381168,1555264.3975524476,5220.0
1,2010-08-20,1513080.49,0,86.65,2.664,211.6033633,7.787,2010,8,33,3,20,4,0,1,Raksha_Bandhan,7,4,34,8,33,1,0,57.24,7977,10.33,0.876,0,0,1508237.76,1385065.2,1432069.95,1499699.1575,96184.79455497244,1483911.63375,400.68,6.132,591.2892,0.0032108531747674363,1555264.3975524476,5220.0
1,2010-08-27,1449142.92,0,85.22,2.619,211.5673056,7.787,2010,8,34,3,27,4,0,1,Raksha_Bandhan,7,3,34,8,34,0,1,58.04,9104,11.12,0.356,1,0,1513080.49,1371986.6,1615524.71,1518988.2374999998,64579.938806430226,1478502.23125,406.28,2.492,645.4047999999999,-0.04225655569717912,1555264.3975524476,5220.0
1,2010-09-03,1540163.53,0,81.21,2.577,211.5312479,7.787,2010,9,35,3,3,4,0,1,Labor_Day,7,3,36,9,34,1,0,57.52,9185,13.98,0.459,1,0,1449142.92,1605491.78,1542561.09,1502656.175,38341.842131551464,1477763.4,402.64000000000004,3.213,804.1296000000001,0.0628099608008299,1555264.3975524476,5220.0
1,2010-09-10,1507460.69,1,78.69,2.565,211.4951902,7.787,2010,9,36,3,10,4,0,1,Janmashtami,7,1,37,9,36,1,1,69.02,10161,13.11,0.783,1,0,1540163.53,1508237.76,1503284.06,1502461.9074999997,38306.08693123161,1485078.62125,483.14,5.481,904.8521999999999,-0.021233355655421948,1555264.3975524476,5220.0
1,2010-09-17,1430378.67,0,82.11,2.582,211.5224596,7.787,2010,9,37,3,17,4,0,1,Janmashtami,7,0,37,9,37,0,1,59.19,9194,12.61,0.694,1,0,1507460.69,1513080.49,1422711.6,1481786.4525000001,50909.75664281918,1490742.805,414.33,4.858,746.3859,-0.051133684952010316,1555264.3975524476,5220.0
1,2010-09-24,1351791.03,0,80.94,2.624,211.5972246,7.787,2010,9,38,3,24,4,0,1,Janmashtami,7,7,37,9,30,0,1,53.3,9317,11.97,0.786,0,0,1430378.67,1449142.92,1492418.14,1457448.48,84141.29386439837,1488218.35875,373.09999999999997,5.502000000000001,638.001,-0.05494184277789871,1555264.3975524476,5220.0
1,2010-10-01,1453329.5,0,71.89,2.603,211.6719895,7.838,2010,10,39,4,1,4,0,0,Dussehra,0,14,0,0,16,0,0,29.66,7316,5.7,0.128,1,0,1351791.03,1540163.53,1546074.18,1435739.9725,64625.64327920404,1469198.07375,0.0,0.0,169.062,0.07511402853442517,1555264.3975524476,5220.0
1,2010-10-08,1508239.93,0,63.93,2.633,211.7467544,7.838,2010,10,40,4,8,4,0,0,Dussehra,0,9,0,0,21,0,0,20.37,5064,3.93,0.317,1,0,1453329.5,1507460.69,1448938.92,1435934.7824999997,64914.43604929847,1469198.345,0.0,0.0,80.0541,0.03778250561899421,1555264.3975524476,5220.0
1,2010-10-15,1459409.1,0,67.18,2.72,211.8137436,7.838,2010,10,41,4,15,4,0,1,Dussehra,9,2,41,10,37,1,0,70.23,8413,14.52,0.558,1,0,1508239.93,1430378.67,1385065.2,1443192.39,65704.22044353343,1462489.4212500001,632.07,5.022,1019.7396,-0.03237603582077275,1555264.3975524476,5220.0
1,2010-10-22,1345454.0,0,69.86,2.725,211.8612937,7.838,2010,10,42,4,22,4,0,1,Dussehra,9,5,41,10,34,0,1,58.54,8419,12.35,1.0,0,0,1459409.1,1351791.03,1371986.6,1441608.1325,68652.94005579711,1449528.30625,526.86,9.0,722.9689999999999,-0.0780830405949916,1555264.3975524476,5220.0
1,2010-10-29,1384209.22,0,69.64,2.716,211.9088438,7.838,2010,10,43,4,29,4,0,1,Diwali,10,2,44,11,38,1,0,66.83,8371,15.05,0.242,1,0,1345454.0,1453329.5,1605491.78,1424328.0625,73263.26946523674,1430034.0174999998,668.3,2.42,1005.7915,0.028804567082932664,1555264.3975524476,5220.0
1,2010-11-05,1551659.28,0,58.74,2.689,211.9563939,7.838,2010,11,44,4,5,4,0,1,Diwali,10,0,44,11,40,0,1,75.99,12396,14.67,0.243,0,0,1384209.22,1508239.93,1508237.76,1435182.9,90927.16391393862,1435558.84125,759.9,2.4299999999999997,1114.7732999999998,0.12097164039985242,1555264.3975524476,5220.0
1,2010-11-12,1494479.49,0,59.61,2.728,212.003944,7.838,2010,11,45,4,12,4,0,1,Diwali,10,7,44,11,33,0,1,78.0,9040,15.44,0.486,1,0,1551659.28,1459409.1,1513080.49,1443950.4975,95611.96084137318,1443571.4437499999,780.0,4.859999999999999,1204.32,-0.036850738262590776,1555264.3975524476,5220.0
1,2010-11-19,1483784.18,0,51.41,2.771,211.8896737,7.838,2010,11,46,4,19,4,0,1,Black_Friday,10,6,47,11,34,1,0,75.14,9383,18.11,0.496,1,0,1494479.49,1345454.0,1449142.92,1478533.0425,69585.18456978216,1460070.5875,751.4,4.96,1360.7854,-0.0071565451861772544,1555264.3975524476,5220.0
1,2010-11-26,1955624.11,1,64.52,2.735,211.7484333,7.838,2010,11,47,4,26,4,0,1,Black_Friday,10,0,47,11,40,0,1,78.81,9770,14.18,0.242,1,0,1483784.18,1384209.22,1540163.53,1621386.765,224808.4019809472,1522857.41375,788.1,2.42,1117.5258000000001,0.31799768211573753,1555264.3975524476,5220.0
1,2010-12-03,1548033.78,0,49.27,2.708,211.607193,7.838,2010,12,48,4,3,4,0,1,Black_Friday,10,7,47,11,33,0,1,73.55,9855,12.98,0.188,0,0,1955624.11,1551659.28,1507460.69,1620480.39,225190.21958121238,1527831.645,735.5,1.88,954.679,-0.2084195668870129,1555264.3975524476,5220.0
1,2010-12-10,1682614.26,0,46.33,2.843,211.4659526,7.838,2010,12,49,4,10,4,0,0,Christmas,0,14,0,0,16,0,0,21.0,4071,3.61,0.521,0,0,1548033.78,1494479.49,1430378.67,1667514.0825,209179.04855628058,1555732.2899999998,0.0,0.0,75.81,0.08693639747318693,1555264.3975524476,5220.0
1,2010-12-17,1891034.93,0,49.84,2.869,211.4053124,7.838,2010,12,50,4,17,4,0,0,Christmas,0,8,0,0,22,0,0,26.89,4725,7.21,0.15,0,0,1682614.26,1483784.18,1351791.03,1769326.77,187979.80557788638,1623929.90625,0.0,0.0,193.8769,0.12386717202788944,1555264.3975524476,5220.0
1,2010-12-24,2387950.2,0,52.33,2.886,211.4051222,7.838,2010,12,51,4,24,4,0,1,Christmas,8,1,51,12,37,1,0,72.11,8029,14.26,0.527,0,0,1891034.93,1955624.11,1453329.5,1877408.2925,368452.17199591256,1749397.52875,576.88,4.216,1028.2886,0.26277424182746345,1555264.3975524476,5220.0
1,2010-12-31,1367320.01,1,48.43,2.943,211.4049321,7.838,2010,12,52,4,31,4,0,1,New_Year,7,1,52,1,36,1,1,63.68,9132,12.66,0.567,0,0,2387950.2,1548033.78,1508239.93,1832229.85,428489.2565505779,1726355.1199999999,445.76,3.9689999999999994,806.1888,-0.4274084903445642,1555264.3975524476,5220.0
1,2011-01-07,1444732.28,0,48.27,2.976,211.4047419,7.742,2011,1,1,1,7,4,0,1,New_Year,7,6,52,1,31,0,1,61.06,8500,11.64,1.0,1,0,1367320.01,1682614.26,1459409.1,1772759.355,470613.6815621626,1720136.71875,427.42,7.0,710.7384000000001,0.05661605873814435,1555264.3975524476,5220.0
1,2011-01-14,1391013.96,0,35.4,2.983,211.4574109,7.742,2011,1,2,1,14,4,0,0,Valentines_Day,0,13,0,0,17,0,0,16.5,5861,5.05,0.235,0,0,1444732.28,1891034.93,1345454.0,1647754.1125000003,494525.666395813,1708540.4412500001,0.0,0.0,83.325,-0.03718219682888246,1555264.3975524476,5220.0
1,2011-01-21,1327405.42,0,44.04,3.016,211.8272343,7.742,2011,1,3,1,21,4,0,0,Valentines_Day,0,20,0,0,10,0,0,25.9,5912,4.55,0.167,0,0,1391013.96,2387950.2,1384209.22,1382617.9175,49027.656863276796,1630013.105,0.0,0.0,117.84499999999998,-0.0457281823397373,1555264.3975524476,5220.0
1,2011-01-28,1316899.31,0,43.83,3.01,212.1970577,7.742,2011,1,4,1,28,4,0,0,Valentines_Day,0,17,0,0,13,0,0,22.36,4011,4.67,0.009,0,0,1327405.42,1367320.01,1551659.28,1370012.7425,59611.18760559322,1601121.2962500001,0.0,0.0,104.4212,-0.00791477105766214,1555264.3975524476,5220.0
1,2011-02-04,1606629.58,0,42.27,2.989,212.5668812,7.742,2011,2,5,1,4,4,0,0,Valentines_Day,0,10,0,0,20,0,0,24.05,5988,4.64,0.38,0,0,1316899.31,1444732.28,1494479.49,1410487.0675,134799.00547446244,1591623.2112500002,0.0,0.0,111.592,0.22000943261182204,1555264.3975524476,5220.0
1,2011-02-11,1649614.93,1,36.39,3.022,212.9367046,7.742,2011,2,6,1,11,4,0,1,Valentines_Day,6,3,7,2,33,1,0,59.72,6872,9.67,0.481,1,0,1606629.58,1391013.96,1483784.18,1475137.31,177573.11444171303,1561445.7112500002,358.32,2.886,577.4924,0.02675498480489802,1555264.3975524476,5220.0
1,2011-02-18,1686842.78,0,57.36,3.045,213.2478853,7.742,2011,2,7,1,18,4,0,1,Valentines_Day,6,4,7,2,32,0,1,62.15,7438,12.33,0.996,1,0,1649614.93,1327405.42,1955624.11,1564996.65,168614.2774516193,1473807.28375,372.9,5.976,766.3095,0.022567600064095084,1555264.3975524476,5220.0
1,2011-02-25,1456800.28,0,62.9,3.065,213.535609,7.742,2011,2,8,1,25,4,0,0,Holi,0,11,0,0,19,0,0,30.22,5851,6.68,0.152,0,0,1686842.78,1316899.31,1548033.78,1599971.8924999998,100918.14784923608,1484992.3175000001,0.0,0.0,201.8696,-0.13637459443612165,1555264.3975524476,5220.0
1,2011-03-04,1636263.41,0,59.58,3.288,213.8233327,7.742,2011,3,9,1,4,4,0,0,Holi,0,16,0,0,14,0,0,23.59,3994,4.71,0.502,0,0,1456800.28,1606629.58,1682614.26,1607380.35,102642.7886173674,1508933.7087500002,0.0,0.0,111.1089,0.12318993376360399,1555264.3975524476,5220.0
1,2011-03-11,1553191.63,0,53.56,3.459,214.1110564,7.742,2011,3,10,1,11,4,0,0,Holi,0,9,0,0,21,0,0,25.26,5796,5.53,-0.013,0,0,1636263.41,1649614.93,1891034.93,1583274.525,100722.259369,1529205.9175,0.0,-0.0,139.6878,-0.05076919736291119,1555264.3975524476,5220.0
1,2011-03-18,1576818.06,0,62.76,3.488,214.3627114,7.742,2011,3,11,1,18,4,0,1,Holi,8,2,11,3,36,1,0,67.25,7492,13.53,0.384,0,0,1553191.63,1686842.78,2387950.2,1555768.3450000002,74663.38536161272,1560382.4975,538.0,3.072,909.8924999999999,0.015211535745914384,1555264.3975524476,5220.0
1,2011-03-25,1541102.38,0,69.97,3.473,214.5999389,7.742,2011,3,12,1,25,4,0,1,Holi,8,5,11,3,33,0,1,69.98,8067,14.16,0.052,0,0,1576818.06,1456800.28,1367320.01,1576843.87,42298.79810902612,1588407.8812499999,559.84,0.416,990.9168000000001,-0.022650476238203487,1555264.3975524476,5220.0
1,2011-04-01,1495064.75,0,59.17,3.524,214.8371664,7.682,2011,4,13,2,1,4,0,0,Easter,0,12,0,0,18,0,0,23.82,5438,4.47,0.438,0,0,1541102.38,1636263.41,1444732.28,1541544.205,34353.27399302004,1574462.2774999999,0.0,0.0,106.4754,-0.029873180781149644,1555264.3975524476,5220.0
1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682,2011,4,14,2,8,4,0,0,Easter,0,16,0,0,14,0,0,26.51,5124,4.93,0.189,0,0,1495064.75,1553191.63,1391013.96,1556811.135,50859.137162884435,1570042.83,0.0,0.0,130.6943,0.07972537644272615,1555264.3975524476,5220.0
1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,2011,4,15,2,15,4,0,0,Easter,0,9,0,0,21,0,0,21.48,3193,5.13,0.392,0,0,1614259.35,1576818.06,1327405.42,1552578.87,49320.392792910694,1554173.6075,0.0,0.0,110.1924,-0.03368129786579843,1555264.3975524476,5220.0
1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,2011,4,16,2,22,4,0,1,Easter,6,2,16,4,34,1,0,50.08,8330,9.04,1.0,1,0,1559889.0,1541102.38,1316899.31,1558508.2275,48904.68656360464,1567676.0487499998,300.48,6.0,452.72319999999996,0.003161000558373095,1555264.3975524476,5220.0
1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,2011,4,17,2,29,4,0,1,Easter,6,5,16,4,31,0,1,58.61,10821,11.92,0.246,1,0,1564819.81,1495064.75,1606629.58,1548514.7125,66946.83452985478,1545029.4587500002,351.65999999999997,1.476,698.6312,-0.07012252739821856,1555264.3975524476,5220.0
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,2011,5,18,2,6,4,0,0,Independence_Day,0,12,0,0,18,0,0,34.12,4182,9.12,-0.099,0,0,1455090.69,1614259.35,1649614.93,1552297.695,72127.32710260303,1554554.415,0.0,-0.0,311.17439999999993,0.11978675363526659,1555264.3975524476,5220.0
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,2011,5,19,2,13,4,0,0,Independence_Day,0,19,0,0,11,0,0,26.96,3934,6.08,-0.036,0,0,1629391.28,1559889.0,1686842.78,1563519.34,77027.38296939983,1558049.105,0.0,-0.0,163.9168,-0.015107298229802724,1555264.3975524476,5220.0
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,2011,5,20,2,20,4,0,0,Independence_Day,0,26,0,0,4,0,0,30.26,4783,4.92,-0.431,0,0,1604775.58,1564819.81,1456800.28,1529368.955,102370.80690586701,1543938.59125,0.0,-0.0,148.8792,-0.11001993811496058,1555264.3975524476,5220.0
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,2011,5,21,2,27,4,0,0,Independence_Day,0,33,0,0,0,0,0,27.57,3315,6.42,0.142,0,0,1428218.27,1455090.69,1636263.41,1532107.95,99836.18093564716,1540311.33125,0.0,0.0,176.9994,0.026486427736287066,1555264.3975524476,5220.0
1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,2011,6,22,2,3,4,0,0,Independence_Day,0,31,0,0,0,0,0,24.51,7132,6.48,0.465,0,0,1466046.67,1629391.28,1553191.63,1533529.7325,101706.39531884459,1542913.71375,0.0,0.0,158.8248,0.11529765283665894,1555264.3975524476,5220.0
1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,2011,6,23,2,10,4,0,0,Independence_Day,0,24,0,0,6,0,0,28.88,3777,5.69,0.215,1,0,1635078.41,1604775.58,1576818.06,1529572.9175,98260.19211085142,1546546.1287500001,0.0,0.0,164.3272,-0.02821276931911776,1555264.3975524476,5220.0
1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,2011,6,24,2,17,4,0,0,Independence_Day,0,17,0,0,13,0,0,33.96,4614,7.15,-0.271,0,0,1588948.32,1428218.27,1541102.38,1555547.065,73030.28506357533,1542458.01,0.0,-0.0,242.81400000000002,-0.03576797261725917,1555264.3975524476,5220.0
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,2011,6,25,2,24,4,0,0,Independence_Day,0,10,0,0,20,0,0,25.35,7279,4.94,0.093,0,0,1532114.86,1466046.67,1495064.75,1548742.935,84513.5105789499,1540425.4425000001,0.0,0.0,125.22900000000001,-0.060886237993932224,1555264.3975524476,5220.0
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,2011,7,26,3,1,4,0,1,Independence_Day,7,3,27,7,34,1,0,67.43,7363,13.35,0.588,0,0,1438830.15,1635078.41,1614259.35,1512107.855,63848.500850862445,1522818.79375,472.01000000000005,4.116,900.1905,0.034547468997643715,1555264.3975524476,5220.0
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,2011,7,27,3,8,4,0,1,Independence_Day,7,4,27,7,33,0,1,47.72,7924,9.4,0.839,1,0,1488538.09,1588948.32,1559889.0,1498583.185,45132.98170164172,1514078.05125,334.03999999999996,5.872999999999999,448.568,0.031112102747736792,1555264.3975524476,5220.0
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,2011,7,28,3,15,4,0,0,Raksha_Bandhan,0,11,0,0,19,0,0,29.67,5770,7.07,0.439,0,0,1534849.64,1532114.86,1564819.81,1479334.4625000001,42401.189724443655,1517440.76375,0.0,0.0,209.76690000000002,-0.05194624145724136,1555264.3975524476,5220.0
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,2011,7,29,3,22,4,0,0,Raksha_Bandhan,0,18,0,0,12,0,0,25.5,5961,7.5,0.096,0,0,1455119.97,1438830.15,1455090.69,1468858.63,58037.43221744261,1508800.7825,0.0,0.0,191.25,-0.03999199461196312,1555264.3975524476,5220.0
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,2011,7,30,3,29,4,0,0,Raksha_Bandhan,0,15,0,0,15,0,0,23.16,3615,5.46,0.096,0,0,1396926.82,1488538.09,1629391.28,1434779.0550000002,78902.25754504606,1473443.455,0.0,0.0,126.4536,-0.032003845412603704,1555264.3975524476,5220.0
